city,mean_light
娄底市,276.738758632115
岳阳市,276.5632690429687
常德市,277.13313632541235
张家界市,276.14105733235675
怀化市,276.58224334716795
株洲市,280.44710193980825
永州市,278.87064697265623
湘潭市,279.0288521902902
湘西土家族苗族自治州,275.18821411132814
益阳市,276.68469398900083
衡阳市,279.2146826171875
邵阳市,277.08776363249746
郴州市,280.0317780867867
长沙市,277.1142832438151
