city,mean_light
娄底市,290.472899756584
岳阳市,288.88200472897046
常德市,290.5141004148455
张家界市,289.79721819894706
怀化市,290.8699469997459
株洲市,291.74942766581495
永州市,291.47990202603273
湘潭市,291.8086107586228
湘西土家族苗族自治州,289.43391965172236
益阳市,289.74117537148226
衡阳市,291.5255031399065
邵阳市,290.9064149270793
郴州市,291.69207680789117
长沙市,290.0810385299055
