city,mean_light
娄底市,3.7725533752931013
岳阳市,3.876440072761571
常德市,3.2603553550800375
张家界市,1.7795952605641188
怀化市,1.263682493657122
株洲市,3.875133309633843
永州市,2.1045607728600313
湘潭市,7.210484193677471
湘西土家族苗族自治州,1.4623885226832105
益阳市,2.447951318458418
衡阳市,3.2284724944466223
邵阳市,1.7980191355353623
郴州市,2.0622608335918917
长沙市,11.60889414947582
